,source,target
162,1070332391217078273,1618627535650127872
163,1070332391217078273,1239901843028836359
164,1070332391217078273,42847492
165,1070332391217078273,408820643
166,1070332391217078273,822526916036988928
167,1070332391217078273,163522064
168,1070332391217078273,832234718288609283
169,1070332391217078273,1376301387726913540
170,1070332391217078273,129574811
171,1070332391217078273,2714569627
172,1070332391217078273,19828994
173,1070332391217078273,830782845253742592
174,1070332391217078273,1479512751609462785
175,1070332391217078273,1568938039
176,1070332391217078273,1328171027315134464
177,1070332391217078273,1615826606693523473
178,1070332391217078273,1551387320288673793
179,1070332391217078273,331344985
180,1070332391217078273,48783388
181,1070332391217078273,117543468
182,1070332391217078273,44273396
183,1070332391217078273,1456541215520927744
184,1070332391217078273,1343963543029350407
185,1070332391217078273,1305146260697960448
186,1070332391217078273,785645309896499200
187,1070332391217078273,1584327647844253697
188,1070332391217078273,1617189111122518021
189,1070332391217078273,372451562
190,1070332391217078273,236350337
191,1070332391217078273,635855496
192,1070332391217078273,356788148
193,1070332391217078273,1355612464906440705
194,1070332391217078273,2494525650
195,1070332391217078273,1471849902107860999
196,1070332391217078273,17815395
197,1070332391217078273,1586311515418038272
198,1070332391217078273,1222676332955324418
199,1070332391217078273,1471112498459860997
200,1070332391217078273,1275808689862082560
201,1070332391217078273,50461714
202,1070332391217078273,1210976266075029505
203,1070332391217078273,52198935
204,1070332391217078273,29378832
205,1070332391217078273,19290845
206,1070332391217078273,181994931
207,1070332391217078273,2793168659
208,1070332391217078273,1540003974316793859
209,1070332391217078273,1614804824544919552
210,1070332391217078273,25516100
211,1070332391217078273,45793491
212,1070332391217078273,107140455
213,1070332391217078273,1433944825485791236
214,1070332391217078273,502125805
215,1070332391217078273,615715857
216,1070332391217078273,1550125728921821186
217,1070332391217078273,1296525965506547718
218,1070332391217078273,1367160224
219,1070332391217078273,1008574452
220,1070332391217078273,281996211
221,1070332391217078273,1456759025874444292
222,1070332391217078273,326283336
223,1070332391217078273,78923956
224,1070332391217078273,41277270
225,1070332391217078273,1363635328905580546
226,1070332391217078273,860884267164868608
227,1070332391217078273,2874106131
228,1070332391217078273,1541959083372052480
229,1070332391217078273,2912129694
230,1070332391217078273,21491548
231,1070332391217078273,1622750727662608386
232,1070332391217078273,1450665871245037570
233,1070332391217078273,1103042964241244160
234,1070332391217078273,244981712
235,1070332391217078273,1062418053307289603
236,1070332391217078273,224394500
237,1070332391217078273,1519862691376082944
238,1070332391217078273,2310072091
239,1070332391217078273,2474217660
240,1070332391217078273,101029623
241,1070332391217078273,1205585090639794178
242,1070332391217078273,1593118070956036096
243,1070332391217078273,381495472
244,1070332391217078273,232301906
245,1070332391217078273,320893810
246,1070332391217078273,1893363576
247,1070332391217078273,1531365371487322115
248,1070332391217078273,102686912
249,1070332391217078273,62045999
250,1070332391217078273,1337248739283636226
251,1070332391217078273,930992536302301184
252,1070332391217078273,31170027
253,1070332391217078273,2313650922
254,1070332391217078273,535860442
255,1070332391217078273,217595304
256,1070332391217078273,72082222
257,1070332391217078273,87092767
258,1070332391217078273,21982025
259,1070332391217078273,65492328
260,1070332391217078273,3183749481
261,1070332391217078273,1190903521467609088
262,1070332391217078273,1617984748051222537
263,1070332391217078273,1126187748
264,1070332391217078273,1289364198703734785
265,1070332391217078273,256640255
266,1070332391217078273,1595985296142864387
267,1070332391217078273,131758131
268,1070332391217078273,480573099
269,1070332391217078273,1393371261531791364
270,1070332391217078273,1597261850781024261
271,1070332391217078273,1419195048881758208
272,1070332391217078273,3080163173
273,1070332391217078273,1349432749
274,1070332391217078273,1592899376523128832
275,1070332391217078273,1304331716413337600
276,1070332391217078273,1579231152329588737
277,1070332391217078273,1621238986856595456
278,1070332391217078273,1420775972
279,1070332391217078273,1078956304511553537
280,1070332391217078273,1586805882398154752
281,1070332391217078273,1597713981669515265
282,1070332391217078273,1564100823856123904
283,1070332391217078273,2329066778
284,1070332391217078273,2314092829
285,1070332391217078273,50677485
286,1070332391217078273,1539723293023952896
287,1070332391217078273,1624486901360087043
288,1070332391217078273,1512609998634995722
289,1070332391217078273,3071773648
290,1070332391217078273,1473134072499249162
291,1070332391217078273,1118533338573299713
292,1070332391217078273,254523666
293,1070332391217078273,1171750637932957696
294,1070332391217078273,1359685098992332801
295,1070332391217078273,1545500496261251073
296,1070332391217078273,1113443529727016962
297,1070332391217078273,1598146552324841472
298,1070332391217078273,54250699
299,1070332391217078273,919911014811942912
300,1070332391217078273,3038130665
301,1070332391217078273,1076948872226758657
302,1070332391217078273,26478025
303,1070332391217078273,105201870
304,1070332391217078273,355118869
305,1070332391217078273,1608081249725300739
306,1070332391217078273,254899244
307,1070332391217078273,1551505021304328192
308,1070332391217078273,1477326714795696132
309,1070332391217078273,4607625830
310,1070332391217078273,199881363
311,1070332391217078273,1248745293337812993
312,1070332391217078273,1570014462413012994
313,1070332391217078273,270481836
314,1070332391217078273,348610737
315,1070332391217078273,2807571434
316,1070332391217078273,522572960
317,1070332391217078273,268048109
318,1070332391217078273,3275008880
319,1070332391217078273,590252398
320,1070332391217078273,742964098502103040
321,1070332391217078273,235193891
322,1070332391217078273,1538778000
323,1070332391217078273,1337708311056166913
324,1070332391217078273,252304874
325,1070332391217078273,284541847
326,1070332391217078273,2310995304
327,1070332391217078273,447388333
328,1070332391217078273,896137588142166018
329,1070332391217078273,1574324823714459648
330,1070332391217078273,1537466380311592962
331,1070332391217078273,516933269
332,1070332391217078273,970954668678332416
333,1070332391217078273,1593339205295697921
334,1070332391217078273,1595047345133076482
335,1070332391217078273,1489137521938341896
336,1070332391217078273,1497543214722535425
337,1070332391217078273,1568971734472183810
338,1070332391217078273,1597829802
339,1070332391217078273,14766423
340,1070332391217078273,716645948
341,1070332391217078273,1569619360515489793
342,1070332391217078273,1571456619229351936
343,1070332391217078273,1595198781078872065
344,1070332391217078273,1592558558297686016
345,1070332391217078273,2319103570
346,1070332391217078273,1181200906852950016
347,1070332391217078273,252761197
348,1070332391217078273,1550873048
349,1070332391217078273,200788635
350,1070332391217078273,615284988
351,1070332391217078273,1430102969819799552
352,1070332391217078273,1535370745970315266
353,1070332391217078273,758254383943544832
354,1070332391217078273,2689657776
355,1070332391217078273,1465186673868877827
356,1070332391217078273,1106977554
357,1070332391217078273,25100985
358,1070332391217078273,4895624653
359,1070332391217078273,1309111870381535234
360,1070332391217078273,1586840316354625539
361,1070332391217078273,1622052897629282305
362,1070332391217078273,1552868284151635969
363,1070332391217078273,1547687545814650894
364,1070332391217078273,826175471515795456
365,1070332391217078273,1614796882974318597
366,1070332391217078273,1402662594733694980
367,1070332391217078273,4414828935
368,1070332391217078273,469503555
369,1070332391217078273,23577097
370,1070332391217078273,298095426
371,1070332391217078273,1093109857698353162
372,1070332391217078273,874339782
373,1070332391217078273,1467617695646556166
374,1070332391217078273,45371596
375,1070332391217078273,18198566
376,1070332391217078273,1254951349
377,1070332391217078273,20034012
378,1070332391217078273,1887915228
379,1070332391217078273,318005134
380,1070332391217078273,1529988480377716736
381,1070332391217078273,1240771781562155008
382,1070332391217078273,766776501530402816
383,1070332391217078273,3075231380
384,1070332391217078273,274696674
385,1070332391217078273,55901387
386,1070332391217078273,27698171
387,1070332391217078273,101876459
388,1070332391217078273,2325809311
389,1070332391217078273,1444973732641054722
390,1070332391217078273,2484369030
391,1070332391217078273,2569123989
392,1070332391217078273,1268279503568154627
393,1070332391217078273,3006610437
394,1070332391217078273,2962333241
395,1070332391217078273,245515159
396,1070332391217078273,1539721194936713216
397,1070332391217078273,363416955
398,1070332391217078273,2163748928
399,1070332391217078273,1458608773283602436
400,1070332391217078273,39643733
401,1070332391217078273,1428674439487447053
402,1070332391217078273,1377098386508115972
403,1070332391217078273,20136706
404,1070332391217078273,778335800
405,1070332391217078273,1349063780500713473
406,1070332391217078273,2919694669
407,1070332391217078273,991187975760424960
408,1070332391217078273,1400362667374563330
409,1070332391217078273,1597235867646455810
410,1070332391217078273,435488310
411,1070332391217078273,1568936301130584064
412,1070332391217078273,243135874
413,1070332391217078273,1560245144326385664
414,1070332391217078273,1146817586
415,1070332391217078273,1597414300418727940
416,1070332391217078273,1361086741990539268
417,1070332391217078273,883729216482811904
418,1070332391217078273,415102176
419,1070332391217078273,777485010
420,1070332391217078273,367337734
421,1070332391217078273,403631348
422,1070332391217078273,1340021735513444354
423,1070332391217078273,96648433
424,1070332391217078273,1444768247786745861
425,1070332391217078273,24779254
426,1070332391217078273,2499145545
427,1070332391217078273,320323257
428,1070332391217078273,244402906
429,1070332391217078273,28604930
430,1070332391217078273,744118136
431,1070332391217078273,418845483
432,1070332391217078273,1044374374818689024
433,1070332391217078273,1232761446322315266
434,1070332391217078273,1171233847964557312
435,1070332391217078273,2971423072
436,1070332391217078273,1114881678428655617
437,1070332391217078273,260587928
438,1070332391217078273,1564727326381707264
439,1070332391217078273,1445510910026543182
440,1070332391217078273,2218579544
441,1070332391217078273,1597021135857664004
442,1070332391217078273,1459535811377082379
443,1070332391217078273,1535037976534712320
444,1070332391217078273,1577549750353932288
445,1070332391217078273,887552539
446,1070332391217078273,1417592458490392581
447,1070332391217078273,1511038748427005961
448,1070332391217078273,21763652
449,1070332391217078273,1520613452947021824
450,1070332391217078273,920281389173497856
451,1070332391217078273,1493339105320710150
452,1070332391217078273,213721121
453,1070332391217078273,3710708362
454,1070332391217078273,136241694
455,1070332391217078273,216908345
456,1070332391217078273,90748031
457,1070332391217078273,1570266839678353408
458,1070332391217078273,2913133888
459,1070332391217078273,1095098444832784385
460,1070332391217078273,728295872266645504
461,1070332391217078273,2753424521
462,1070332391217078273,15778047
463,1070332391217078273,1391824496324227075
464,1070332391217078273,1375733706753720323
465,1070332391217078273,408452663
466,1070332391217078273,1361743047147610113
467,1070332391217078273,179694043
468,1070332391217078273,240394496
469,1070332391217078273,1554172245525893123
470,1070332391217078273,39304933
471,1070332391217078273,1197596058634854400
472,1070332391217078273,898377589
473,1070332391217078273,49258930
474,1070332391217078273,1308964726550994944
475,1070332391217078273,92548956
476,1070332391217078273,1340737104431763457
477,1070332391217078273,1551469976841863173
478,1070332391217078273,860227170
479,1070332391217078273,598678987
480,1070332391217078273,1076388373160386560
481,1070332391217078273,964835101744939009
482,1070332391217078273,2147544018
483,1070332391217078273,446947632
484,1070332391217078273,1159233690456723457
485,1070332391217078273,1587420402883518464
486,1070332391217078273,919681346351587328
487,1070332391217078273,414036285
488,1070332391217078273,1152017456526790656
489,1070332391217078273,162107703
490,1070332391217078273,121171525
491,1070332391217078273,28039938
492,1070332391217078273,1352939671089770496
493,1070332391217078273,2174211344
494,1070332391217078273,1574396747178250240
495,1070332391217078273,731985370469019648
496,1070332391217078273,2413629146
497,1070332391217078273,25555842
498,1070332391217078273,337479486
499,1070332391217078273,1574399793488662531
500,1070332391217078273,1006930251803394048
501,1070332391217078273,1586704502161375232
502,1070332391217078273,756040164149977089
503,1070332391217078273,1534899648862748673
504,1070332391217078273,1577388620725600259
505,1070332391217078273,2725083459
506,1070332391217078273,1162947428393185280
507,1070332391217078273,1548669822640218114
508,1070332391217078273,22556716
509,1070332391217078273,1426110037806694402
510,1070332391217078273,1171375551082311681
511,1070332391217078273,50711511
512,1070332391217078273,1361587477
513,1070332391217078273,48389713
514,1070332391217078273,20402434
515,1070332391217078273,510465961
516,1070332391217078273,78341953
517,1070332391217078273,913087561
518,1070332391217078273,1502668599881785353
519,1070332391217078273,222587131
520,1070332391217078273,1475666398802497542
521,1070332391217078273,1618022933766541314
522,1070332391217078273,860146909977227264
523,1070332391217078273,1255974852005179398
524,1070332391217078273,151112588
525,1070332391217078273,3352272027
526,1070332391217078273,27707682
527,1070332391217078273,1440010402394513415
528,1070332391217078273,239484305
529,1070332391217078273,1218584563653455872
530,1070332391217078273,4216325061
531,1070332391217078273,1186430492326989829
532,1070332391217078273,421281492
533,1070332391217078273,2253040546
534,1070332391217078273,7842402
535,1070332391217078273,1518959528661946368
536,1070332391217078273,22213290
537,1070332391217078273,48736071
538,1070332391217078273,287436366
539,1070332391217078273,512965003
540,1070332391217078273,65563900
541,1070332391217078273,1240254835
542,1070332391217078273,460670182
543,1070332391217078273,764074627161329664
544,1070332391217078273,1569777566613110785
545,1070332391217078273,300375207
546,1070332391217078273,897391135
547,1070332391217078273,234544839
548,1070332391217078273,1491667722
549,1070332391217078273,1390556894390009857
550,1070332391217078273,1514255755
551,1070332391217078273,83949838
552,1070332391217078273,4231128465
553,1070332391217078273,60361005
554,1070332391217078273,1382453245
555,1070332391217078273,35605361
556,1070332391217078273,1473814093081587722
557,1070332391217078273,1040656100012552194
558,1070332391217078273,1246558013336571907
559,1070332391217078273,1157483504
560,1070332391217078273,1641577164
561,1070332391217078273,1437182079008137223
562,1070332391217078273,1497684245795516419
563,1070332391217078273,19465227
564,1070332391217078273,268065458
565,1070332391217078273,712352907123892225
566,1070332391217078273,2958921311
567,1070332391217078273,1454144391803809797
568,1070332391217078273,1425451588190195721
569,1070332391217078273,2764039976
570,1070332391217078273,187207821
571,1070332391217078273,1569763581666951168
572,1070332391217078273,3292993132
573,1070332391217078273,48114414
574,1070332391217078273,289499178
575,1070332391217078273,65381193
576,1070332391217078273,194598519
577,1070332391217078273,16425619
578,1070332391217078273,1433725267193782273
579,1070332391217078273,15904683
580,1070332391217078273,194094334
581,1070332391217078273,1166102120405377025
582,1070332391217078273,710847033855361025
583,1070332391217078273,245184720
584,1070332391217078273,3299562471
585,1070332391217078273,893198453626601472
586,1070332391217078273,1342609139659382784
587,1070332391217078273,635120682
588,1070332391217078273,263920460
589,1070332391217078273,515737290
590,1070332391217078273,744701805574168576
591,1070332391217078273,389778359
592,1070332391217078273,1398261883019345925
593,1070332391217078273,1419009007688224768
594,1070332391217078273,63665392
595,1070332391217078273,2588645249
596,1070332391217078273,771049287232794624
597,1070332391217078273,340070780
598,1070332391217078273,554946925
599,1070332391217078273,1405791124774600706
600,1070332391217078273,1006685228
601,1070332391217078273,304202210
602,1070332391217078273,101811491
603,1070332391217078273,1339470581520084994
604,1070332391217078273,55354971
605,1070332391217078273,2925491146
606,1070332391217078273,462920180
607,1070332391217078273,1443414530
608,1070332391217078273,1514637459795193857
609,1070332391217078273,825932750075133957
610,1070332391217078273,1265921406849609728
611,1070332391217078273,1543244723858669568
612,1070332391217078273,1484796066935492608
613,1070332391217078273,1577363412182786049
614,1070332391217078273,73981267
615,1070332391217078273,10771292
616,1070332391217078273,1582509494193377280
617,1070332391217078273,1421070731253886999
618,1070332391217078273,778767571881426944
619,1070332391217078273,864223586
620,1070332391217078273,88092366
621,1070332391217078273,751914791451537408
622,1070332391217078273,196140598
623,1070332391217078273,878522281223487488
624,1070332391217078273,219452859
625,1070332391217078273,239950969
626,1070332391217078273,1576935725689454593
627,1070332391217078273,2665542571
628,1070332391217078273,1267134543179456514
629,1070332391217078273,1597458210583154688
630,1070332391217078273,1036227061
631,1070332391217078273,1590834159525797891
632,1070332391217078273,2447154084
633,1070332391217078273,90466734
634,1070332391217078273,351357780
635,1070332391217078273,2496761904
636,1070332391217078273,1347358088664379395
637,1070332391217078273,488744888
638,1070332391217078273,837031092658049030
639,1070332391217078273,2636421944
640,1070332391217078273,114693510
641,1070332391217078273,836042191
642,1070332391217078273,1215390836936073217
643,1070332391217078273,1569977469511540737
644,1070332391217078273,1717505702
645,1070332391217078273,1045932595
646,1070332391217078273,15468458
647,1070332391217078273,1514181931
648,1070332391217078273,17532226
649,1070332391217078273,1141354645073408011
650,1070332391217078273,480571840
651,1070332391217078273,3394706607
652,1070332391217078273,1354665925795074050
653,1070332391217078273,1235914923374522368
654,1070332391217078273,1320340688987410432
655,1070332391217078273,3245438782
656,1070332391217078273,178477649
657,1070332391217078273,2661234307
658,1070332391217078273,1360671731711676421
659,1070332391217078273,1357643843248803841
660,1070332391217078273,1223026183706742784
661,1070332391217078273,1397135164002557954
662,1070332391217078273,34047021
663,1070332391217078273,57398301
664,1070332391217078273,814862064997068801
665,1070332391217078273,1519612837802520577
666,1070332391217078273,565600190
667,1070332391217078273,1297518952894038018
668,1070332391217078273,1118057594281758720
669,1070332391217078273,957711998489423873
670,1070332391217078273,384637922
671,1070332391217078273,1230018054979047424
672,1070332391217078273,1602550888169721857
673,1070332391217078273,161878688
674,1070332391217078273,568433655
675,1070332391217078273,268880170
676,1070332391217078273,33637495
677,1070332391217078273,392336690
678,1070332391217078273,1023796755630981120
679,1070332391217078273,481120760
680,1070332391217078273,2947613677
681,1070332391217078273,3155737004
682,1070332391217078273,35604893
683,1070332391217078273,1837967767
684,1070332391217078273,133181912
685,1070332391217078273,1482591519425056768
686,1070332391217078273,1518663568513712129
687,1070332391217078273,1546506430185889792
688,1070332391217078273,2445044892
689,1070332391217078273,1246512275932033028
690,1070332391217078273,1393578287243448322
691,1070332391217078273,1224370791686590465
692,1070332391217078273,804295248
693,1070332391217078273,42232039
694,1070332391217078273,729618486591393792
695,1070332391217078273,1357650642
696,1070332391217078273,1586796328671236099
697,1070332391217078273,1370801617478500354
698,1070332391217078273,736429512536272896
699,1070332391217078273,1504192240515788805
700,1070332391217078273,247128767
701,1070332391217078273,1597396242216148994
702,1070332391217078273,634244563
703,1070332391217078273,1419813068658282497
704,1070332391217078273,1317216678153957376
705,1070332391217078273,347317373
706,1070332391217078273,290513015
707,1070332391217078273,2260481616
708,1070332391217078273,126583801
709,1070332391217078273,998397548
710,1070332391217078273,1546579627455512579
711,1070332391217078273,3354695830
712,1070332391217078273,1369282402732957701
713,1070332391217078273,73062011
714,1070332391217078273,305214918
715,1070332391217078273,1578712867838337024
716,1070332391217078273,2690768120
717,1070332391217078273,130806726
718,1070332391217078273,769989299773251585
719,1070332391217078273,219681352
720,1070332391217078273,1479342029935190022
721,1070332391217078273,4241107882
722,1070332391217078273,2702220121
723,1070332391217078273,2798893815
724,1070332391217078273,214388076
725,1070332391217078273,68403807
726,1070332391217078273,2249709315
727,1070332391217078273,1176501645137645568
728,1070332391217078273,1434958684820578310
729,1070332391217078273,370435293
730,1070332391217078273,299713268
731,1070332391217078273,29621086
732,1070332391217078273,1189907444
733,1070332391217078273,1468375582715043847
734,1070332391217078273,1080104296811806720
735,1070332391217078273,893738065344307200
736,1070332391217078273,44361638
737,1070332391217078273,1861570904
738,1070332391217078273,196585806
739,1070332391217078273,1370137946351759361
740,1070332391217078273,1399737959948210177
741,1070332391217078273,1187311897357574145
742,1070332391217078273,364381218
743,1070332391217078273,1286389813197918208
744,1070332391217078273,48732554
745,1070332391217078273,622344846
746,1070332391217078273,2963598537
747,1070332391217078273,703532922146521088
748,1070332391217078273,1254999479914283009
749,1070332391217078273,383434435
750,1070332391217078273,1197123172308533248
751,1070332391217078273,467721494
752,1070332391217078273,985425300292022273
753,1070332391217078273,48467457
754,1070332391217078273,1548862987452170240
755,1070332391217078273,22926133
756,1070332391217078273,373397183
757,1070332391217078273,1248351538394869766
758,1070332391217078273,751714650
759,1070332391217078273,757250499787751424
760,1070332391217078273,832691360478089217
761,1070332391217078273,956696359192748032
762,1070332391217078273,1199746850078810112
763,1070332391217078273,189627901
764,1070332391217078273,1543308158894231552
765,1070332391217078273,707658962259152896
766,1070332391217078273,1518053114146070528
767,1070332391217078273,57116431
768,1070332391217078273,126153168
769,1070332391217078273,472329861
770,1070332391217078273,808993824
771,1070332391217078273,9504472
772,1070332391217078273,1577673229363478530
773,1070332391217078273,613820708
774,1070332391217078273,14048104
775,1070332391217078273,28853785
776,1070332391217078273,3141882135
777,1070332391217078273,1569347850135371777
778,1070332391217078273,210897756
779,1070332391217078273,1494045339292213278
780,1070332391217078273,1606767660175429632
781,1070332391217078273,882548702
782,1070332391217078273,584001292
783,1070332391217078273,1172082389251698688
784,1070332391217078273,2275421179
785,1070332391217078273,791344477
786,1070332391217078273,713606732094672896
787,1070332391217078273,3041332764
788,1070332391217078273,1092863863370833920
789,1070332391217078273,1088898863212187649
790,1070332391217078273,722582024821858304
791,1070332391217078273,1500115092230537221
792,1070332391217078273,85214274
793,1070332391217078273,3428208929
794,1070332391217078273,352580384
795,1070332391217078273,272706736
796,1070332391217078273,1104758124
797,1070332391217078273,55516160
798,1070332391217078273,33859847
799,1070332391217078273,1191037345258233858
800,1070332391217078273,154045286
801,1070332391217078273,336983948
802,1070332391217078273,274075315
803,1070332391217078273,1050212168
804,1070332391217078273,482126936
805,1070332391217078273,915421987
806,1070332391217078273,221730598
807,1070332391217078273,390075023
808,1070332391217078273,12623572
809,1070332391217078273,380174463
810,1070332391217078273,520898952
811,1070332391217078273,1275233513059614721
812,1070332391217078273,2992474493
813,1070332391217078273,2662636225
814,1070332391217078273,708685317113384960
815,1070332391217078273,1081641376607924224
816,1070332391217078273,245428472
817,1070332391217078273,27274148
818,1070332391217078273,1587306755909787648
819,1070332391217078273,1065487627
820,1070332391217078273,2657559384
821,1070332391217078273,913590605997109248
822,1070332391217078273,36282180
823,1070332391217078273,38464667
824,1070332391217078273,1288495059403513856
825,1070332391217078273,2557912424
826,1070332391217078273,1267482743493058564
827,1070332391217078273,405729703
828,1070332391217078273,733040293
829,1070332391217078273,1015941906214289409
830,1070332391217078273,1220315724
831,1070332391217078273,1445968830761783299
832,1070332391217078273,274346093
833,1070332391217078273,463861175
834,1070332391217078273,1567941423936282630
835,1070332391217078273,1049449274
836,1070332391217078273,1570105979127361536
837,1070332391217078273,1050609899120418816
838,1070332391217078273,1155207116
839,1070332391217078273,993520008
840,1070332391217078273,98725238
841,1070332391217078273,5416472
842,1070332391217078273,3144653346
843,1070332391217078273,907921646
844,1070332391217078273,1400820267274969093
845,1070332391217078273,833655403
846,1070332391217078273,47030292
847,1070332391217078273,2951920127
848,1070332391217078273,854096648
849,1070332391217078273,910773452
850,1070332391217078273,3214616837
851,1070332391217078273,968008274003005440
